isodate,offer,salary,contract_type,start_hour,end_hour,hours_worked,monday,tuesday,wednesday,thursday,friday,saturday,sunday,days_worked,state,municipality,scholarship,experience,languages
2020-08-01,becario recursos humanos,5000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Miguel Hidalgo,Licenciatura,6m - 1 año,No es requisito
2020-08-01,becario auditoria,5000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Miguel Hidalgo,Licenciatura,No especificada,No es requisito
2020-08-01,gerente operaciones,30000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Licenciatura,6m - 1 año,No es requisito
2020-08-01,ingeniero mantenimiento inmueble,24000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Licenciatura,6m - 1 año,No es requisito
2020-08-01,coordinador instalaciones,25000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Licenciatura,6m - 1 año,No es requisito
2020-08-01,oficial impuestos internos,15000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Licenciatura,6m - 1 año,No es requisito
2020-08-01,oficial comercio exterior,15000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Licenciatura,No especificada,No es requisito
2020-08-01,odontologo general,10000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Gustavo A. Madero,Licenciatura,6m - 1 año,No es requisito
2020-08-01,contador jr,15000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Gustavo A. Madero,Licenciatura,6m - 1 año,No es requisito
2020-08-01,auxiliar limpieza,5000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-01,ensamblador partes automotrices,6000,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Guanajuato,Irapuato,Prepa o vocacional,No especificada,No es requisito
2020-08-01,operadores produccion,6000,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Guanajuato,Salamanca,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,empleado produccion,6000,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,0,0,5,Guanajuato,Celaya,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-01,operador produccion,6000,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Guanajuato,Silao de la Victoria,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,promotor credito,5500,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Guerrero,Florencio Villarreal,Licenciatura,6m - 1 año,No es requisito
2020-08-01,tecnico mecanico automotriz,8000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Profesional técnico,2 - 3 años,No es requisito
2020-08-01,almacenista  para empresa botanas,4500,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,auxiliar carga y descarga,3746,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,auxiliar almacen,5500,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-01,operador produccion ensamble tarjetas,4700,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,operador produccion cartonera,4983,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-01,operador produccion productos belleza,7200,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,repartidor motociclista periodicos,3746,Contrato por tiempo indeterminado,300,800,5.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,ejecutivo telemarketing,4100,Contrato por tiempo indeterminado,1400,1900,5.0,1,0,1,1,0,1,0,4,Jalisco,Guadalajara,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,guardia seguridad,7500,Contrato por tiempo determinado,800,1800,10.0,1,1,1,1,1,0,0,5,Nuevo León,Monterrey,Primaria,1 - 2 años,No es requisito
2020-08-01,operador transporte personal,11800,Contrato por tiempo determinado,800,1800,10.0,1,1,1,1,1,0,0,5,Nuevo León,Monterrey,Primaria,2 - 3 años,No es requisito
2020-08-01,muellero,12000,Contrato por tiempo determinado,800,1800,10.0,1,1,1,1,1,0,0,5,Nuevo León,Monterrey,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-01,montacarguista,8676,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Nuevo León,San Nicolás de los Garza,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-01,"guardia seguridad para apazapan, ver.",4000,Contrato por tiempo indeterminado,800,2000,12.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,"policia servicio proteccion federal zona xalapa,coatepec,misantla,perote y mtz. la torre.",13987,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,guardia seguridad,4410,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,guardia seguridad,5480,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,auxiliar contabilidad,5000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Veracruz,Xalapa,Licenciatura,1 - 2 años,No es requisito
2020-08-01,auxiliar limpieza y mantenimiento,5000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Veracruz,Xalapa,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-01,"colaborar tienda para zonas animas, centro y miradores.",4400,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,"consultor ventas para martinez la torre, ver.",3697,Contrato por tiempo indeterminado,900,1400,5.0,1,1,1,1,1,1,0,6,Veracruz,Martínez de la Torre,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,lavador automoviles,4500,Contrato por tiempo indeterminado,900,1400,5.0,1,1,1,1,1,1,0,6,Veracruz,Xalapa,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,"lavador automoviles para martinez la torre, ver.",4000,Contrato por tiempo indeterminado,900,1400,5.0,1,1,1,1,1,0,0,5,Veracruz,Martínez de la Torre,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,diseñador y marketing politico,19000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,0,0,5,Veracruz,Xalapa,Licenciatura,3 - 4 años,No es requisito
2020-08-01,docentes para impartir clases nivel licenciatura y maestria,3696,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Veracruz,Xalapa,Licenciatura,2 - 3 años,No es requisito
2020-08-01,cajero multifuncional  plaza animas y  plaza americas,3700,Contrato por periodo de prueba,900,2100,12.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,carpintero,6500,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Veracruz,Xalapa,Primaria,4 - 5 años,No es requisito
2020-08-01,vendedor mostrador zona banderilla y coatepec,4280,Contrato por tiempo indeterminado,800,1600,8.0,1,1,1,1,1,1,1,7,Veracruz,Xalapa,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-01,coordinador logistica,5000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Veracruz,Emiliano Zapata,Licenciatura,No especificada,No es requisito
2020-08-01,chofer operador unidad para manejo residuos,8000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Veracruz,Emiliano Zapata,Prepa o vocacional,2 - 3 años,No es requisito
2020-08-01,quimico analista clinico,9000,Contrato por tiempo determinado,1100,1900,8.0,1,1,1,1,1,1,0,6,Veracruz,Coatzacoalcos,Licenciatura,1 - 2 años,No es requisito
2020-08-01,operador montacargas,10400,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Chihuahua,Chihuahua,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,chofer repartidor motocicleta,5000,Contrato por tiempo determinado,800,1800,10.0,0,1,1,1,1,1,0,5,Ciudad de México,Benito Juárez,Secundaria/sec. técnica,2 - 3 años,No es requisito
2020-08-01,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,0,1,1,1,1,1,6,México,Tlalnepantla de Baz,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,auxiliar contable,6000,Contrato por periodo de prueba,900,1900,10.0,1,1,1,1,1,1,0,6,Nayarit,Tepic,T. superior universitario,6m - 1 año,No es requisito
2020-08-01,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,1,0,1,1,1,1,6,Hidalgo,Zacualtipán de Ángeles,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-01,ventas por telefono,8000,Contrato por tiempo determinado,900,1800,9.0,1,1,1,1,1,0,0,5,Coahuila,Saltillo,Licenciatura,2 - 3 años,No es requisito
2020-08-01,especialista encofrado,35000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,0,0,5,Coahuila,Saltillo,Primaria,4 - 5 años,Inglés-Intermedio Test of english as a foreign language (toefl)
2020-08-01,ejecutivo ventas,4000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,1,7,Guerrero,Acapulco de Juárez,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-01,lavadores autos con experiencia,4000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,1,7,Guerrero,Acapulco de Juárez,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-02,estilista,4000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Guerrero,Acapulco de Juárez,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-02,despachador gasolina,4000,Contrato por tiempo indeterminado,600,2300,17.0,1,1,1,1,1,1,1,7,Guerrero,Acapulco de Juárez,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-02,vendedor piso,4000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,1,7,Guerrero,Acapulco de Juárez,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-03,jefe seguridad,16000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Guerrero,Chilpancingo de los Bravo,Licenciatura,1 - 2 años,No es requisito
2020-08-03,supervisor distribucion,14000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Guerrero,Chilpancingo de los Bravo,Licenciatura,1 - 2 años,No es requisito
2020-08-03,ayudante general,4800,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Nuevo León,Monterrey,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,tecnico electromecanico ramo gasolinero,8000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Nuevo León,Monterrey,Carrera técnica,2 - 3 años,No es requisito
2020-08-03,obreros generales,4600,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,0,0,5,Puebla,Puebla,Primaria,No especificada,No es requisito
2020-08-03,auxiliar limpieza,4400,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Primaria,6m - 1 año,No es requisito
2020-08-03,tecnico limpieza,4300,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Primaria,No especificada,No es requisito
2020-08-03,chofer trailer,12000,Contrato por tiempo indeterminado,800,1600,8.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,3 - 4 años,No es requisito
2020-08-03,agente telefonico bilingue,7650,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Puebla,San Andrés Cholula,Profesional técnico,6m - 1 año,Inglés-Avanzado
2020-08-03,gerente tienda,10000,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Licenciatura,1 - 2 años,No es requisito
2020-08-03,impresor,4600,Contrato por obra determinada,900,500,20.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Primaria,No especificada,No es requisito
2020-08-03,trainee gerencial,7364,Contrato por tiempo indeterminado,900,1300,4.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,gerente marca,7364,Contrato por tiempo indeterminado,900,1300,4.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,telemarketing,7364,Contrato por tiempo indeterminado,900,1300,4.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,jefe sistemas,13000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Licenciatura,Más de 5 años,No es requisito
2020-08-03,repartidor,4200,Contrato por tiempo indeterminado,800,2000,12.0,1,0,1,0,1,0,1,4,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,operador montacargas,4474,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-03,tractorista,3807,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-03,multifuncional,3769,Contrato por tiempo indeterminado,1500,2300,8.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,contador,6000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,0,0,5,Puebla,Puebla,Licenciatura,6m - 1 año,No es requisito
2020-08-03,agente call center,3770,Contrato por tiempo indeterminado,300,1100,8.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor venta,7000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-03,instalador alarmas incendio,7231,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Profesional técnico,1 - 2 años,No es requisito
2020-08-03,tecnico mantenimiento gruas,7231,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Profesional técnico,2 - 3 años,No es requisito
2020-08-03,tecnico sistemas contra incendio,7231,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Profesional técnico,3 - 4 años,No es requisito
2020-08-03,tecnico refrigeracion y aire acondicionado,7231,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Profesional técnico,3 - 4 años,No es requisito
2020-08-03,tecnico instrumentista,9300,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Profesional técnico,1 - 2 años,No es requisito
2020-08-03,guardia policial,7165,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,odontopediatra,9000,Contrato por tiempo indeterminado,1000,2000,10.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Licenciatura,2 - 3 años,No es requisito
2020-08-03,ortodoncista,12000,Contrato por tiempo indeterminado,1000,2000,10.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Licenciatura,1 - 2 años,No es requisito
2020-08-03,atencion clientes,4500,Contrato por tiempo indeterminado,1200,2000,8.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,promotor/a tarjeta,4000,Contrato por tiempo indeterminado,1400,2000,6.0,1,1,0,1,1,1,1,6,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,repartidor motocicleta,5200,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,1,7,Puebla,Puebla,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,ayudante general tienda,4400,Contrato por tiempo indeterminado,700,2300,16.0,1,1,1,1,1,1,1,7,Puebla,Cuautlancingo,Primaria,6m - 1 año,No es requisito
2020-08-03,oficial campo,6500,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,0,0,5,Puebla,San Pedro Cholula,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,ejecutivo comercial administrativo,6000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Puebla,Cuautlancingo,T. superior universitario,6m - 1 año,No es requisito
2020-08-03,jardinero,4732,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Puebla,San Andrés Cholula,Primaria,6m - 1 año,No es requisito
2020-08-03,costurero,4728,Contrato por tiempo indeterminado,800,600,22.0,1,1,1,1,1,0,0,5,Puebla,San Andrés Cholula,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,ejecutivo telefonico bilingue,6000,Contrato por tiempo indeterminado,1100,2000,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,Inglés-Avanzado Se requiere una certificación del idioma
2020-08-03,asesor comercial autos,4000,Contrato por obra determinada,900,1800,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Prepa o vocacional,4 - 5 años,No es requisito
2020-08-03,asistente tecnico/a,5000,Contrato por tiempo indeterminado,900,1500,6.0,1,1,1,1,1,1,1,7,Tlaxcala,Tlaxcala,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,policia del servicio proteccion federal para zacatecas,13987,Contrato por tiempo indeterminado,800,2000,12.0,1,1,1,1,1,1,0,6,Zacatecas,Zacatecas,Prepa o vocacional,No especificada,No es requisito
2020-08-03,operador produccion para calera,5200,Contrato por tiempo determinado,700,1900,12.0,1,1,1,1,1,1,0,6,Zacatecas,Calera,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-03,"tecnico hidraulica, preparatoria o carrera tecnica hidraulica, mecanica, mecatronica para fresnillo",3720,Contrato por tiempo indeterminado,700,1500,8.0,1,1,0,1,1,1,1,6,Zacatecas,Fresnillo,Prepa o vocacional,No especificada,No es requisito
2020-08-03,encargado mantenimiento,18000,Contrato por tiempo indeterminado,800,1600,8.0,1,1,1,1,1,1,0,6,Aguascalientes,Aguascalientes,Carrera técnica,3 - 4 años,No es requisito
2020-08-03,jefe mantenimiento,14000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Guerrero,Chilpancingo de los Bravo,Licenciatura,1 - 2 años,No es requisito
2020-08-03,gerente operaciones,16000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Guerrero,Chilpancingo de los Bravo,Licenciatura,1 - 2 años,No es requisito
2020-08-03,supervisor produccion,15000,Contrato por tiempo indeterminado,900,2100,12.0,1,1,1,1,1,1,0,6,Ciudad de México,Cuauhtémoc,Licenciatura,4 - 5 años,No es requisito
2020-08-03,auxiliar  tecnico contable,5000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Ciudad de México,Cuauhtémoc,Carrera técnica,6m - 1 año,No es requisito
2020-08-03,operador general,5420,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Coahuila,Arteaga,Primaria,6m - 1 año,No es requisito
2020-08-03,operador montacargas,6520,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,1,7,Coahuila,Ramos Arizpe,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,operario produccion,5680,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,0,6,Coahuila,Ramos Arizpe,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,1,0,1,1,1,1,6,Hidalgo,Actopan,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,1,0,1,1,1,1,6,Hidalgo,Pachuca de Soto,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-03,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,1,0,1,1,1,1,6,Hidalgo,Tizayuca,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor telefonia celular,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,0,1,1,1,1,1,6,Hidalgo,Tulancingo de Bravo,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor telefonia movil,4000,Contrato por tiempo indeterminado,1100,2000,9.0,1,0,1,1,1,1,1,6,México,Coacalco de Berriozábal,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,promotor ventas,4236,Contrato por tiempo indeterminado,1400,2200,8.0,1,1,1,1,1,1,1,7,Baja California Sur,La Paz,Prepa o vocacional,No especificada,No es requisito
2020-08-03,chofer vendedor hielo,6000,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Baja California Sur,La Paz,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,secretaria ejecutiva,8000,Contrato por tiempo indeterminado,1000,1900,9.0,1,1,1,1,1,1,0,6,Ciudad de México,Miguel Hidalgo,Carrera comercial,1 - 2 años,No es requisito
2020-08-03,soldador,7500,Contrato por tiempo indeterminado,600,1800,12.0,1,1,1,1,1,1,0,6,Coahuila,Saltillo,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-03,operario,10200,Contrato por tiempo indeterminado,600,1800,12.0,1,1,1,1,1,1,0,6,Coahuila,Ramos Arizpe,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,auxiliar limpieza,4400,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,0,0,5,Coahuila,Saltillo,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,operario general,7470,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Coahuila,Saltillo,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,operador doblado tubo,11100,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,0,6,Coahuila,Saltillo,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-03,vendedor expendio para mahahual,7000,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,0,6,Quintana Roo,Othón P. Blanco,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,vigilante,8000,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,1,7,Ciudad de México,Miguel Hidalgo,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,mantenimiento  equipos,12100,Contrato por tiempo indeterminado,600,1800,12.0,1,1,1,1,1,1,0,6,Coahuila,Ramos Arizpe,Profesional técnico,3 - 4 años,No es requisito
2020-08-03,auxiliar administrativo,7000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Michoacán,Morelia,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,auxiliar administrativo,5000,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,México,Atlacomulco,Licenciatura,6m - 1 año,No es requisito
2020-08-03,ejecutivo ventas,7200,Contrato por tiempo determinado,800,1900,11.0,1,1,1,1,1,1,0,6,Campeche,Carmen,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,auditor calidad,5000,Contrato por tiempo determinado,800,1800,10.0,1,1,1,1,1,1,0,6,México,Atlacomulco,Licenciatura,6m - 1 año,No es requisito
2020-08-03,ayudante general,5600,Contrato por tiempo determinado,800,1800,10.0,1,1,1,1,1,1,0,6,México,Atlacomulco,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,chofer almacenista,7000,Contrato por tiempo determinado,800,1900,11.0,1,1,1,1,1,1,0,6,Campeche,Carmen,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,docente literatura y teatro,3697,Contrato por tiempo determinado,700,1500,8.0,1,1,1,1,1,0,0,5,Oaxaca,Oaxaca de Juárez,Licenciatura,6m - 1 año,Inglés-Avanzado
2020-08-03,empleado mostrador,4000,Contrato por tiempo indeterminado,1100,1900,8.0,1,1,1,1,1,1,0,6,Quintana Roo,Othón P. Blanco,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-03,empacador pan,3700,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,1,7,Quintana Roo,Othón P. Blanco,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-03,operario produccion,5712,Contrato por tiempo indeterminado,600,1600,10.0,1,1,1,1,1,0,0,5,San Luis Potosí,San Luis Potosí,Primaria,No especificada,No es requisito
2020-08-03,mecanico automotriz diesel,11000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Tlaxcala,Atlangatepec,Profesional técnico,3 - 4 años,No es requisito
2020-08-03,ayudante general comedor,5160,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,0,6,Coahuila,Saltillo,Primaria,6m - 1 año,No es requisito
2020-08-03,enfermera,4400,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,0,1,1,1,6,Coahuila,Monclova,Carrera técnica,6m - 1 año,No es requisito
2020-08-03,recursos humanos,12542,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,0,6,Coahuila,Ramos Arizpe,Licenciatura,Más de 5 años,No es requisito
2020-08-03,operador embarques,5000,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,0,0,5,Guanajuato,Salvatierra,Profesional técnico,6m - 1 año,No es requisito
2020-08-03,policia del servicio proteccion federal,13987,Contrato por tiempo indeterminado,2400,2300,23.0,1,1,1,1,1,1,1,7,San Luis Potosí,Ciudad Valles,Prepa o vocacional,No especificada,No es requisito
2020-08-03,oficial albañil,8000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Tlaxcala,Atlangatepec,Secundaria/sec. técnica,6m - 1 año,No es requisito
