isodate,offer,salary,contract_type,start_hour,end_hour,hours_worked,monday,tuesday,wednesday,thursday,friday,saturday,sunday,days_worked,state,municipality,scholarship,experience,languages
2020-08-18,ayudante general,5930,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,1,7,Durango,Gómez Palacio,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-18,vigilante,5614,Contrato por tiempo indeterminado,600,1500,9.0,1,1,1,1,1,1,1,7,Durango,Gómez Palacio,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,ayudante general,5600,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Durango,Gómez Palacio,Primaria,No especificada,No es requisito
2020-08-18,lider operaciones,12000,Contrato por tiempo indeterminado,800,600,22.0,1,1,1,1,1,1,0,6,Guanajuato,Celaya,Licenciatura,1 - 2 años,Inglés-Básico
2020-08-18,tecnico mantenimiento,8000,Contrato por tiempo indeterminado,800,600,22.0,1,1,1,1,1,1,0,6,Guanajuato,Celaya,Carrera técnica,2 - 3 años,No es requisito
2020-08-18,tecnico herramientas,8000,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Guanajuato,Celaya,Carrera técnica,6m - 1 año,No es requisito
2020-08-18,almacenista,8200,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,Guerrero,Taxco de Alarcón,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,montacarguista,8000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,ingeniero electronico,10000,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Licenciatura,1 - 2 años,No es requisito
2020-08-18,encargado credito y cobranza,12000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Prepa o vocacional,2 - 3 años,No es requisito
2020-08-18,asistente publicidad redes sociales,9000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,gestor cobranza telefonica,8000,Contrato por tiempo indeterminado,800,1600,8.0,1,1,1,1,1,1,0,6,Jalisco,Guadalajara,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,promotor,3696,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Jalisco,Zapotlán el Grande,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,medico general,9500,Contrato por tiempo indeterminado,700,1400,7.0,1,1,1,1,1,1,0,6,Michoacán,Uruapan,Licenciatura,1 - 2 años,No es requisito
2020-08-18,recepcionista,4000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,0,0,5,Michoacán,Uruapan,Prepa o vocacional,No especificada,No es requisito
2020-08-18,ayudante general,4800,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Michoacán,Morelia,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,pintor pintura electrostatica,5560,Contrato por tiempo determinado,700,300,20.0,1,1,1,1,1,1,0,6,Morelos,Huitzilac,Carrera técnica,2 - 3 años,No es requisito
2020-08-18,garrotero,4000,Contrato por tiempo determinado,900,500,20.0,1,0,1,1,1,1,1,6,Morelos,Tepoztlán,Prepa o vocacional,2 - 3 años,Inglés-Básico
2020-08-18,auxiliar camarista,4000,Contrato por tiempo determinado,900,500,20.0,1,0,1,1,1,1,1,6,Morelos,Tepoztlán,Prepa o vocacional,1 - 2 años,Inglés-Básico
2020-08-18,lavandero,4000,Contrato por tiempo determinado,900,500,20.0,1,0,1,1,1,1,1,6,Morelos,Tepoztlán,Prepa o vocacional,1 - 2 años,Inglés-Básico
2020-08-18,auxiliar almacen,5500,Contrato por relación de trabajo por temporada,800,1800,10.0,1,1,1,1,1,1,0,6,México,Cuautitlán Izcalli,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,auxiliar almacen,6700,Contrato por relación de trabajo por temporada,800,1800,10.0,1,1,1,1,1,1,0,6,México,Cuautitlán Izcalli,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,medico,13000,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,México,Naucalpan de Juárez,Licenciatura,1 - 2 años,No es requisito
2020-08-18,auxiliar contable,6000,Contrato por periodo de prueba,900,1800,9.0,1,1,1,1,1,1,0,6,México,Tultepec,Carrera técnica,3 - 4 años,No es requisito
2020-08-18,"docente ritmos, cantos y juegos",5000,Contrato por tiempo determinado,800,1400,6.0,1,1,1,1,1,0,0,5,México,Zinacantepec,Licenciatura,2 - 3 años,No es requisito
2020-08-18,tecnico maquinas inyeccion y soplo,6300,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,México,Tultitlán,Prepa o vocacional,2 - 3 años,No es requisito
2020-08-18,monitorista gps,7000,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,0,0,0,4,México,Cuautitlán Izcalli,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,diseñador grafico,9000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,México,Atlacomulco,Licenciatura,6m - 1 año,No es requisito
2020-08-18,ayudante general,8279,Contrato por tiempo determinado,700,1900,12.0,1,1,1,1,1,1,1,7,Nuevo León,Guadalupe,Carrera técnica,2 - 3 años,No es requisito
2020-08-18,vigilante,8400,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Nuevo León,San Nicolás de los Garza,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,ayudante general,8024,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,0,1,1,1,6,Nuevo León,Monterrey,Primaria,6m - 1 año,No es requisito
2020-08-18,tecnico cnc,15000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Nuevo León,Apodaca,Profesional técnico,3 - 4 años,No es requisito
2020-08-18,analista recursos humanos,12000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Licenciatura,2 - 3 años,No es requisito
2020-08-18,auxiliar compras,12000,Contrato por periodo de prueba,800,1800,10.0,1,1,1,1,1,0,0,5,Puebla,Amozoc,Licenciatura,1 - 2 años,Inglés-Intermedio
2020-08-18,auxiliar atencion clientes,8000,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,0,0,5,Querétaro,Querétaro,Licenciatura,6m - 1 año,Inglés-Básico
2020-08-18,conductor vehiculo pasajeros,8000,Contrato por salario por unidad de tiempo,800,1800,10.0,1,1,1,1,1,1,0,6,Querétaro,El Marqués,Secundaria/sec. técnica,2 - 3 años,No es requisito
2020-08-18,docente frances,5000,Contrato por tiempo indeterminado,800,1200,4.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,Francés-Avanzado
2020-08-18,docente pedagogia,5000,Contrato por tiempo indeterminado,800,1300,5.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,No es requisito
2020-08-18,docente derecho,5000,Contrato por tiempo indeterminado,800,1300,5.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,No es requisito
2020-08-18,docente administracion,5000,Contrato por tiempo indeterminado,800,1200,4.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,No es requisito
2020-08-18,docente contabilidad,5000,Contrato por tiempo indeterminado,800,1300,5.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,No es requisito
2020-08-18,docente comercio internacional,5000,Contrato por tiempo indeterminado,800,1300,5.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,2 - 3 años,No es requisito
2020-08-18,almacenista,3697,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,0,6,Quintana Roo,Solidaridad,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,barista,3697,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,1,7,Quintana Roo,Solidaridad,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,chef,3697,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,1,7,Quintana Roo,Solidaridad,Licenciatura,2 - 3 años,Inglés-Básico
2020-08-18,subchef,3697,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,1,7,Quintana Roo,Solidaridad,Licenciatura,2 - 3 años,No es requisito
2020-08-18,auxiliar limpieza,3900,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,1,7,Quintana Roo,Benito Juárez,Secundaria/sec. técnica,6m - 1 año,Inglés-Avanzado
2020-08-18,camarista,3900,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Quintana Roo,Benito Juárez,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,subgerente restaurante,3697,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,1,7,Quintana Roo,Solidaridad,Licenciatura,3 - 4 años,No es requisito
2020-08-18,jefe planta tratamiento,10000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,1,7,Quintana Roo,Benito Juárez,Licenciatura,1 - 2 años,No es requisito
2020-08-18,auxiliar recursos humanos,9000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Quintana Roo,Benito Juárez,Licenciatura,1 - 2 años,No es requisito
2020-08-18,supervisor modeloramas,14500,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,San Luis Potosí,Rioverde,Licenciatura,2 - 3 años,Inglés-Intermedio
2020-08-18,operador produccion,4334,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,San Luis Potosí,Matehuala,Carrera técnica,No especificada,No es requisito
2020-08-18,jefe  mantenimiento industrial,10000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Sinaloa,Culiacán,Licenciatura,3 - 4 años,No es requisito
2020-08-18,gerente,13000,Contrato por tiempo indeterminado,800,2000,12.0,1,1,1,1,1,1,1,7,Tabasco,Centro,Licenciatura,4 - 5 años,Inglés-Intermedio
2020-08-18,auxiliar juridico,12000,Contrato por tiempo determinado,800,1700,9.0,1,1,1,1,1,0,0,5,Tamaulipas,Tampico,Licenciatura,1 - 2 años,No es requisito
2020-08-18,cajero,4000,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,Veracruz,Córdoba,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,vendedor piso,4000,Contrato por tiempo indeterminado,600,2000,14.0,1,1,1,1,1,1,0,6,Veracruz,Córdoba,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,chofer repartidor,6000,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,Veracruz,Córdoba,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,tecnico electromecanico,5284,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,1,7,Yucatán,Mérida,Profesional técnico,1 - 2 años,No es requisito
2020-08-18,supervisor operaciones,9000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,1,7,Yucatán,Mérida,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,"sub gerente , preparatoria o carrera tecnica administracion",7000,Contrato por tiempo indeterminado,900,1700,8.0,1,0,1,1,1,1,1,6,Zacatecas,Zacatecas,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,chofer repartidor,4800,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,Zacatecas,Zacatecas,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,operador produccion /tostadas,4800,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,Zacatecas,Zacatecas,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,surtidor piso,4000,Contrato por tiempo indeterminado,1000,1900,9.0,1,1,1,1,1,1,1,7,Aguascalientes,Aguascalientes,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,aux. limpieza,7174,Contrato por tiempo indeterminado,600,1600,10.0,1,1,1,1,1,1,0,6,Baja California,Tijuana,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,cajero,4542,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Baja California Sur,La Paz,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,ventas,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Coahuila,Monclova,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,auxiliar administrativo,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Coahuila,Monclova,Carrera técnica,6m - 1 año,No es requisito
2020-08-18,facturista,6500,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,0,6,Coahuila,Torreón,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,almacen,4000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Coahuila,Monclova,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,auxiliar compras,4000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Coahuila,Monclova,Carrera técnica,6m - 1 año,No es requisito
2020-08-18,operador bascula,8800,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,1,7,Durango,Gómez Palacio,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,supervisor ventas,12500,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,1,7,Durango,Gómez Palacio,Prepa o vocacional,2 - 3 años,No es requisito
2020-08-18,lavador,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Nuevo León,San Nicolás de los Garza,Secundaria/sec. técnica,3 - 4 años,No es requisito
2020-08-18,ayudante general,5800,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,0,0,5,Nuevo León,San Nicolás de los Garza,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,operador quinta rueda,12000,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,0,6,Nuevo León,San Nicolás de los Garza,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,cajero registrador,6000,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,1,0,6,Oaxaca,Salina Cruz,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,ayudante general,5600,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Querétaro,San Juan del Río,Primaria,1 - 2 años,No es requisito
2020-08-18,albañil,7200,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Querétaro,San Juan del Río,Primaria,1 - 2 años,No es requisito
2020-08-18,afanador,4000,Contrato por tiempo indeterminado,1500,2300,8.0,1,1,1,1,1,1,1,7,San Luis Potosí,Rioverde,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,auxiliar ssp,10500,Contrato por tiempo indeterminado,600,1900,13.0,1,1,1,1,1,1,1,7,Yucatán,Mérida,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,pastelero,6000,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,1,7,Aguascalientes,Aguascalientes,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-18,ingeniero electronica para servicio tecnico,6000,Contrato por tiempo determinado,900,1900,10.0,1,1,1,1,1,1,0,6,Colima,Colima,Licenciatura,1 - 2 años,No es requisito
2020-08-18,tecnico mantenimiento,7000,Contrato por tiempo indeterminado,800,1600,8.0,1,1,1,1,1,1,0,6,Guanajuato,San Francisco del Rincón,Carrera técnica,6m - 1 año,No es requisito
2020-08-18,operador carroza,5500,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,1,7,Hidalgo,Pachuca de Soto,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,valuador joyas,9000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,1,7,Oaxaca,Matías Romero Avendaño,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,coordinador personal seguridad privada,8600,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,0,1,1,1,6,Querétaro,San Juan del Río,Carrera técnica,1 - 2 años,No es requisito
2020-08-18,ayudante general,7000,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,0,6,Quintana Roo,Solidaridad,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,licenciado economico administrativo,20000,Contrato por periodo de prueba,800,1800,10.0,1,1,1,1,1,0,0,5,Tamaulipas,Reynosa,Licenciatura,Más de 5 años,No es requisito
2020-08-18,ingeniero petrolero,20000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Tamaulipas,Reynosa,Licenciatura,Más de 5 años,No es requisito
2020-08-18,empleado gestion calidad,6500,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,0,0,5,Tamaulipas,Altamira,Licenciatura,1 - 2 años,No es requisito
2020-08-18,policia tercero,10100,Contrato por tiempo indeterminado,600,2000,14.0,1,1,1,1,1,1,1,7,Yucatán,Mérida,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,operador transporte personal,8500,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,Aguascalientes,San Francisco de los Romo,Primaria,6m - 1 año,No es requisito
2020-08-18,promotor ventas,4000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Colima,Colima,Prepa o vocacional,No especificada,No es requisito
2020-08-18,repartidor moto,6900,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,Guanajuato,León,Primaria,6m - 1 año,No es requisito
2020-08-18,auxiliar contable,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Hidalgo,Tolcayuca,Carrera técnica,3 - 4 años,No es requisito
2020-08-18,montacarguista,6000,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Hidalgo,Tolcayuca,Secundaria/sec. técnica,Más de 5 años,No es requisito
2020-08-18,tecnico mantenimiento,8000,Contrato por tiempo indeterminado,600,1700,11.0,1,1,1,1,1,1,0,6,Jalisco,Arandas,Carrera técnica,No especificada,No es requisito
2020-08-18,promotor credito,5300,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,0,6,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,contador publico,6000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Oaxaca,Salina Cruz,Licenciatura,1 - 2 años,No es requisito
2020-08-18,gerente sucursal,6000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Oaxaca,Salina Cruz,Licenciatura,1 - 2 años,No es requisito
2020-08-18,cajera registradora,5000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Oaxaca,Salina Cruz,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,empleado mostrador,4000,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,San Luis Potosí,Rioverde,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,chofer trasladista,6800,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,0,6,Guanajuato,Purísima del Rincón,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,prensista suela,6514,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Guanajuato,León,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,encargado oficina,6000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,0,0,5,Hidalgo,Pachuca de Soto,Licenciatura,2 - 3 años,No es requisito
2020-08-18,chofer personal,8800,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Jalisco,Arandas,Primaria,No especificada,No es requisito
2020-08-18,policia del servicio proteccion federal,13987,Contrato por tiempo indeterminado,1200,1200,24.0,1,1,1,1,1,1,1,7,México,Valle de Bravo,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,asesor profesional ventas,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,1,7,Tlaxcala,Yauhquemehcan,T. superior universitario,6m - 1 año,No es requisito
2020-08-18,operario costura linea produccion para villanueva,4100,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Zacatecas,Villanueva,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,auxiliar contable,9200,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,Baja California,Mexicali,Licenciatura,1 - 2 años,No es requisito
2020-08-18,operadores,5641,Contrato por tiempo indeterminado,700,1700,10.0,1,1,1,1,1,1,0,6,Baja California,Ensenada,Primaria,6m - 1 año,No es requisito
2020-08-18,recepccionista,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Azcapotzalco,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,chofer repartidor,6000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,1,0,6,Guerrero,Pungarabato,Primaria,6m - 1 año,No es requisito
2020-08-18,promotor ventas,6800,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,1,1,7,Guerrero,Chilpancingo de los Bravo,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,auxiliar almacen,5000,Contrato por periodo de prueba,700,1700,10.0,1,1,1,1,1,0,0,5,Hidalgo,Mineral de la Reforma,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,auxiliar calidad,5000,Contrato por periodo de prueba,700,1700,10.0,1,1,1,1,1,0,0,5,Hidalgo,Mineral de la Reforma,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,jardinero,6000,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Jalisco,Arandas,Primaria,No especificada,No es requisito
2020-08-18,administrador sucursal el cuidado la piel,8000,Contrato por tiempo indeterminado,1100,2100,10.0,1,1,1,1,1,1,1,7,Jalisco,Guadalajara,Licenciatura,1 - 2 años,No es requisito
2020-08-18,enfermera cosmiatra del cuidado la piel,10000,Contrato por tiempo indeterminado,1100,2100,10.0,1,1,1,1,1,1,1,7,Jalisco,Guadalajara,Licenciatura,1 - 2 años,No es requisito
2020-08-18,vigilante,7000,Contrato por tiempo indeterminado,600,1400,8.0,1,1,1,1,1,1,0,6,Jalisco,Arandas,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-18,guardia seguridad,7144,Contrato por tiempo indeterminado,800,2000,12.0,1,1,1,1,1,1,1,7,Jalisco,Zapopan,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,analista compras,8000,Contrato por periodo de prueba,900,1800,9.0,1,1,1,1,1,0,0,5,México,Atizapán de Zaragoza,T. superior universitario,4 - 5 años,No es requisito
2020-08-18,auxiliar contable,5500,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,México,Naucalpan de Juárez,Carrera técnica,1 - 2 años,No es requisito
2020-08-18,ayudante general area calidad,5920,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Nuevo León,San Pedro Garza García,Secundaria/sec. técnica,No especificada,No es requisito
2020-08-18,auxiliar control escolar,5500,Contrato por tiempo indeterminado,1000,1800,8.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,1 - 2 años,No es requisito
2020-08-18,asociado piso,3936,Contrato por tiempo indeterminado,700,1600,9.0,1,1,1,1,1,1,1,7,Zacatecas,Fresnillo,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,auxiliar compras,7200,Contrato por tiempo indeterminado,800,1700,9.0,1,1,1,1,1,0,0,5,Baja California,Ensenada,Prepa o vocacional,6m - 1 año,Inglés-Intermedio
2020-08-18,asistente dental,4000,Contrato por tiempo indeterminado,900,1700,8.0,1,1,1,1,1,1,0,6,Campeche,Campeche,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,asesor ventas campo,3696,Contrato por tiempo indeterminado,900,2000,11.0,1,1,1,1,1,1,0,6,Chiapas,Mapastepec,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,contador adminitrativo,12000,Contrato por tiempo indeterminado,800,1800,10.0,1,1,1,1,1,0,0,5,Ciudad de México,Azcapotzalco,Licenciatura,1 - 2 años,No es requisito
2020-08-18,auxiliar contable,5986,Contrato por tiempo indeterminado,900,1800,9.0,1,1,1,1,1,0,0,5,Ciudad de México,Cuauhtémoc,T. superior universitario,6m - 1 año,No es requisito
2020-08-18,asesor credito grupal,8290,Contrato por tiempo indeterminado,800,600,22.0,1,1,1,1,1,1,0,6,Coahuila,Saltillo,Prepa o vocacional,1 - 2 años,No es requisito
2020-08-18,operador cargador frontal,12000,Contrato por tiempo indeterminado,700,1900,12.0,1,1,1,1,1,1,0,6,Colima,Manzanillo,Secundaria/sec. técnica,2 - 3 años,No es requisito
2020-08-18,promotor tienda autoservicio,5300,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Jalisco,Zapopan,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,supervisor promotoria tarjetas credito tienda ropa,4500,Contrato por tiempo indeterminado,1200,2100,9.0,1,1,1,1,1,1,1,7,Jalisco,Zapopan,Prepa o vocacional,6m - 1 año,No es requisito
2020-08-18,asesor ventas tarjetas credito tienda ropa,6000,Contrato por tiempo indeterminado,1100,2100,10.0,1,1,1,1,1,1,1,7,Jalisco,Zapopan,Secundaria/sec. técnica,1 - 2 años,No es requisito
2020-08-18,inspector calidad,6800,Contrato por tiempo indeterminado,600,1700,11.0,1,1,1,1,1,1,0,6,Jalisco,Arandas,Carrera técnica,1 - 2 años,No es requisito
2020-08-18,guardia seguridad,7000,Contrato por tiempo indeterminado,700,1900,12.0,1,0,1,1,1,1,1,6,Jalisco,Tonalá,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,ing. civil,35000,Contrato por obra determinada,900,1800,9.0,1,1,1,1,1,0,0,5,México,Naucalpan de Juárez,Licenciatura,Más de 5 años,No es requisito
2020-08-18,auxiliar contable,8000,Contrato por tiempo indeterminado,900,1900,10.0,1,1,1,1,1,1,0,6,México,Huixquilucan,Prepa o vocacional,2 - 3 años,No es requisito
2020-08-18,preventista cedis,9500,Contrato por tiempo indeterminado,700,1500,8.0,1,1,1,1,1,1,0,6,Puebla,Puebla,Secundaria/sec. técnica,6m - 1 año,No es requisito
2020-08-18,auxiliar mercadotecnia,5500,Contrato por tiempo indeterminado,1000,1800,8.0,1,1,1,1,1,0,0,5,Querétaro,San Juan del Río,Licenciatura,1 - 2 años,No es requisito
2020-08-18,empleado administrativo logistica,7000,Contrato por tiempo indeterminado,800,1900,11.0,1,1,1,1,1,1,0,6,Tamaulipas,Altamira,Licenciatura,6m - 1 año,No es requisito
2020-08-18,jefe produccion,11137,Contrato por tiempo indeterminado,700,1800,11.0,1,1,1,1,1,1,0,6,Chiapas,Tapachula,Licenciatura,1 - 2 años,No es requisito
